product_id,skin_tone,hydration_mean,hydration_count,breakouts_irritation_mean,breakouts_irritation_count,scent_mean,scent_count,packaging_mean,packaging_count,price_value_mean,price_value_count,texture_application_mean,texture_application_count,hydration_overall,breakouts_irritation_overall,scent_overall,packaging_overall,price_value_overall,texture_application_overall,hydration_delta,breakouts_irritation_delta,scent_delta,packaging_delta,price_value_delta,texture_application_delta,product_name,low_confidence,flagged,breakouts_flagged
P122762,fairLight,0.005079273832961917,2,0.9865782260894775,2,0.07023005187511444,1,0.7313237190246582,1,,0,,0,0.718904367652738,0.807475676766417,0.7670103851211907,0.8002991059976112,0.718529867777433,0.7343632312860854,-0.7138250938197761,0.17910254932306058,-0.6967803332460762,-0.06897538697295302,,,Rinse-Off Foaming Cleanser,True,True,True
P122762,light,0.7157136412182202,70,0.7574175205954816,38,0.7759039601146737,17,0.8084632350752751,18,0.6669204711681231,25,0.5810864535876765,13,0.718904367652738,0.807475676766417,0.7670103851211907,0.8002991059976112,0.718529867777433,0.7343632312860854,-0.0031907264345177877,-0.05005815617093534,0.008893574993482978,0.00816412907766384,-0.051609396609309854,-0.15327677769840886,Rinse-Off Foaming Cleanser,True,True,False
P122762,lightMedium,0.7508214890484749,48,0.8058800908501069,26,0.7325755800453148,7,0.7805998751893639,5,0.7866498575442367,18,0.8220747486144925,6,0.718904367652738,0.807475676766417,0.7670103851211907,0.8002991059976112,0.718529867777433,0.7343632312860854,0.03191712139573688,-0.0015955859163100383,-0.03443480507587593,-0.019699230808247314,0.06811998976680367,0.0877115173284071,Rinse-Off Foaming Cleanser,True,False,False
P122762,medium,0.15554486215114594,2,,0,,0,0.0038156588561832905,1,0.05219075456261635,1,,0,0.718904367652738,0.807475676766417,0.7670103851211907,0.8002991059976112,0.718529867777433,0.7343632312860854,-0.5633595055015921,,,-0.7964834471414279,-0.6663391132148166,,Rinse-Off Foaming Cleanser,True,True,False
P122762,mediumTan,0.7030236757049958,15,0.8900553435087204,9,0.9836716055870056,1,0.8804390827814738,3,0.7926181569695473,5,0.6429806351661682,1,0.718904367652738,0.807475676766417,0.7670103851211907,0.8002991059976112,0.718529867777433,0.7343632312860854,-0.01588069194774222,0.08257966674230344,0.21666122046581493,0.08013997678386253,0.0740882891921143,-0.09138259611991717,Rinse-Off Foaming Cleanser,True,True,False
P122762,rich,,0,,0,,0,,0,,0,,0,0.718904367652738,0.807475676766417,0.7670103851211907,0.8002991059976112,0.718529867777433,0.7343632312860854,,,,,,,Rinse-Off Foaming Cleanser,True,False,False
P122762,tan,,0,0.9925211071968079,1,,0,0.9940171241760254,1,,0,0.992717981338501,1,0.718904367652738,0.807475676766417,0.7670103851211907,0.8002991059976112,0.718529867777433,0.7343632312860854,,0.1850454304303909,,0.19371801817841416,,0.2583547500524156,Rinse-Off Foaming Cleanser,True,True,True
P122782,deep,,0,,0,,0,,0,,0,,0,0.7260066607025412,0.7902665629982948,0.8280067397829365,0.7201834119856357,0.4856116830257968,0.8425381112152316,,,,,,,Repairwear Intensive Lip Treatment,True,False,False
P122782,fair,0.8676014652087665,20,0.6099200919270515,1,0.9641625881195068,3,0.8186445832252502,3,0.6556101989117451,8,0.8279756518701712,6,0.7260066607025412,0.7902665629982948,0.8280067397829365,0.7201834119856357,0.4856116830257968,0.8425381112152316,0.1415948045062253,-0.18034647107124324,0.13615584833657035,0.09846117123961451,0.16999851588594828,-0.014562459345060397,Repairwear Intensive Lip Treatment,True,True,True
P122782,fairLight,0.9925345778465271,2,,0,0.5028744284063578,2,,0,0.9944947361946106,1,0.9839860498905182,2,0.7260066607025412,0.7902665629982948,0.8280067397829365,0.7201834119856357,0.4856116830257968,0.8425381112152316,0.26652791714398594,,-0.3251323113765787,,0.5088830531688138,0.1414479386752866,Repairwear Intensive Lip Treatment,True,True,False
P122782,light,0.7153364742895126,39,0.8353531807661057,4,0.7852193145081401,8,0.7484472363509915,11,0.39768331192470596,19,0.8177868288912578,16,0.7260066607025412,0.7902665629982948,0.8280067397829365,0.7201834119856357,0.4856116830257968,0.8425381112152316,-0.010670186413028526,0.045086617767810866,-0.0427874252747964,0.028263824365355794,-0.08792837110109086,-0.024751282323973833,Repairwear Intensive Lip Treatment,True,False,False
P122782,lightMedium,0.6039774781003451,13,,0,0.9798199733098348,3,,0,0.44460082247055005,7,0.901949908052172,7,0.7260066607025412,0.7902665629982948,0.8280067397829365,0.7201834119856357,0.4856116830257968,0.8425381112152316,-0.12202918260219608,,0.15181323352689835,,-0.041010860555246775,0.05941179683694042,Repairwear Intensive Lip Treatment,True,True,False
P122782,medium,0.9686439633369446,1,,0,0.9566635191440582,1,,0,,0,0.9651800990104675,1,0.7260066607025412,0.7902665629982948,0.8280067397829365,0.7201834119856357,0.4856116830257968,0.8425381112152316,0.24263730263440342,,0.12865677936112174,,,0.12264198779523594,Repairwear Intensive Lip Treatment,True,True,False
P122782,mediumTan,0.529880586041448,6,,0,,0,0.11389783024787903,1,0.5152263145428151,3,0.5045129414647818,1,0.7260066607025412,0.7902665629982948,0.8280067397829365,0.7201834119856357,0.4856116830257968,0.8425381112152316,-0.1961260746610931,,,-0.6062855817377567,0.029614631517018264,-0.3380251697504498,Repairwear Intensive Lip Treatment,True,True,False
